_MSSubClass_1,_MSSubClass_2,_MSSubClass_3,_MSZoning_1,_MSZoning_3,_LotFrontage,_LotArea,_Alley,_LotShape,_LandContour_2,_LotConfig_1,_LotConfig_3,_LotConfig_4,_Neighborhood_1,_Neighborhood_2,_Neighborhood_5,_Neighborhood_8,_Neighborhood_9,_BldgType_1,_BldgType_2,_BldgType_3,_HouseStyle_1,_HouseStyle_2,_HouseStyle_3,_HouseStyle_4,_OverallQual,_OverallCond,_YearRemodAdd,_BuildingAge,_RoofStyle_1,_Exterior_HdBoard,_Exterior_MetalSd,_Exterior_Plywood,_Exterior_VinylSd,_Exterior_WdSdng,_MasVnrType_BrkFace,_MasVnrType_Stone,_MasVnrArea,_ExterQual,_ExterCond,_Foundation_1,_Foundation_2,_Foundation_3,_BsmtQual,_BsmtCond,_BsmtExposure,_BsmtFinType1,_BsmtFinSF1,_BsmtFinSF2,_BsmtUnfSF,_TotalBsmtSF,_HeatingQC,_CentralAir,_Electrical,_GrLivArea,_BsmtFullBath,_FullBath,_HalfBath,_BedroomAbvGr,_KitchenQual,_Functional,_FireplaceQu,_GarageType_Attchd,_GarageType_BuiltIn,_GarageType_Detchd,_GarageFinish,_GarageArea,_GarageQual,_PavedDrive,_WoodDeckSF,_OpenPorchSF,_EnclosedPorch,_ScreenPorch,_Fence,_QuarterSold,_YrSold,_SaleType_WD,_SaleCondition_Normal,_SaleCondition_Abnorml,_SaleCondition_Partial,Id,SalePrice,SalePrice_log1
1.0,0.0,0.0,1.0,0.0,0.43493493493493496,0.34934934934934936,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7342342342342343,0.3413413413413413,0.7242242242242243,0.2017017017017017,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7892892892892893,0.7972972972972974,0.45845845845845845,1.0,0.0,0.0,0.7057057057057057,0.5065065065065065,0.3523523523523524,1.0,0.7477477477477478,0.0,0.17683344756682662,0.32432432432432434,1.0,1.0,1.0,0.7017017017017018,0.7882882882882882,0.7147147147147147,0.8088088088088088,0.5590590590590591,0.7307307307307307,1.0,0.0,1.0,0.0,0.0,0.6141141141141141,0.6826826826826827,0.5395395395395395,1.0,0.0,0.7182182182182182,0.0,0.0,0.0,0.0,0.5445445445445445,1.0,1.0,0.0,0.0,1,208500,12.24769911637256
0.0,1.0,0.0,1.0,0.0,0.7347347347347347,0.525025025025025,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4964964964964965,0.9604604604604605,0.35185185185185186,0.45045045045045046,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31981981981981983,0.45845845845845845,0.0,1.0,0.0,0.7057057057057057,0.5065065065065065,1.0,0.6381381381381381,0.866346812885538,0.0,0.3058058058058058,0.7317317317317317,1.0,1.0,1.0,0.34983131279427565,0.0,0.7147147147147147,0.0,0.5590590590590591,0.2782782782782782,1.0,0.6161161161161162,1.0,0.0,0.0,0.6141141141141141,0.45645645645645644,0.5395395395395395,1.0,0.9280608733733732,0.0,0.0,0.0,0.0,0.35235235235235235,0.3278278278278278,1.0,1.0,0.0,0.0,2,181500,12.109016442313738
1.0,0.0,0.0,1.0,0.0,0.48348348348348347,0.7202202202202201,0.0,0.20020020020020018,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7342342342342343,0.3413413413413413,0.6901901901901901,0.24074074074074076,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7457457457457457,0.7972972972972974,0.45845845845845845,1.0,0.0,0.0,0.7057057057057057,0.5065065065065065,0.7177177177177176,1.0,0.5675675675675675,0.0,0.46596596596596596,0.4194194194194194,1.0,1.0,1.0,0.7532532532532532,0.7882882882882882,0.7147147147147147,0.8088088088088088,0.5590590590590591,0.7307307307307307,1.0,0.6161161161161162,1.0,0.0,0.0,0.6141141141141141,0.7877877877877878,0.5395395395395395,1.0,0.0,0.6121121121121121,0.0,0.0,0.0,0.7012012012012012,0.5445445445445445,1.0,1.0,0.0,0.0,3,223500,12.317171167298682
0.0,0.0,1.0,1.0,0.0,0.3128128128128128,0.5096674558931564,0.0,0.20020020020020018,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7342342342342343,0.3413413413413413,0.28728728728728725,0.9494494494494494,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.31981981981981983,0.45845845845845845,0.0,0.0,1.0,0.27127127127127126,1.0,0.3523523523523524,0.6381381381381381,0.3983983983983984,0.0,0.5455455455455456,0.2027027027027027,0.4099099099099099,1.0,1.0,0.7092092092092093,0.7882882882882882,0.22872872872872874,0.0,0.5590590590590591,0.7307307307307307,1.0,0.8538538538538538,0.0,0.0,1.0,0.2627627627627628,0.8203203203203203,0.5395395395395395,1.0,0.0,0.5555555555555556,0.9925324534020187,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4,140000,11.849404844423074
1.0,0.0,0.0,1.0,0.0,0.7867867867867868,0.8971230848777549,0.0,0.20020020020020018,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9009009009009008,0.3413413413413413,0.6406406406406406,0.2577577577577578,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9129129129129129,0.7972972972972974,0.45845845845845845,1.0,0.0,0.0,0.7057057057057057,0.5065065065065065,0.8328328328328328,1.0,0.7002002002002001,0.0,0.5115115115115115,0.6526526526526526,1.0,1.0,1.0,0.906112606586886,0.7882882882882882,0.7147147147147147,0.8088088088088088,0.9074074074074074,0.7307307307307307,1.0,0.6161161161161162,1.0,0.0,0.0,0.6141141141141141,0.93993993993994,0.5395395395395395,1.0,0.7997997997997999,0.8028028028028027,0.0,0.0,0.0,1.0,0.5445445445445445,1.0,1.0,0.0,0.0,5,250000,12.429220196836383
0.0,0.0,0.0,1.0,0.0,0.8073073073073074,0.8898898898898899,0.0,0.20020020020020018,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.23223223223223222,0.3413413413413413,0.5245245245245245,0.3608608608608609,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.31981981981981983,0.45845845845845845,0.0,0.0,0.0,0.7057057057057057,0.5065065065065065,0.3523523523523524,1.0,0.7592592592592593,0.0,0.0960960960960961,0.2517517517517518,1.0,1.0,1.0,0.4219219219219219,0.7882882882882882,0.22872872872872874,0.8088088088088088,0.02102102102102102,0.2782782782782782,1.0,0.0,1.0,0.0,0.0,0.2627627627627628,0.5075075075075075,0.5395395395395395,1.0,0.5345345345345345,0.5315315315315315,0.0,0.0,0.9059059059059059,1.0,0.7647647647647648,1.0,1.0,0.0,0.0,6,143000,11.870606902224587
0.0,1.0,0.0,1.0,0.0,0.6326326326326326,0.5845845845845846,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9009009009009008,0.3413413413413413,0.8093093093093093,0.15065065065065064,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.7827827827827828,0.7972972972972974,0.45845845845845845,1.0,0.0,0.0,1.0,0.5065065065065065,0.8328328328328328,1.0,0.9692239299490054,0.0,0.34184184184184185,0.9289289289289289,1.0,1.0,1.0,0.6891891891891893,0.7882882882882882,0.7147147147147147,0.0,0.5590590590590591,0.7307307307307307,1.0,0.8538538538538538,1.0,0.0,0.0,0.6141141141141141,0.8176894171658569,0.5395395395395395,1.0,0.8953059253944208,0.7012012012012012,0.0,0.0,0.0,0.7012012012012012,0.3278278278278278,1.0,1.0,0.0,0.0,7,307000,12.634606283893019
1.0,0.0,0.0,1.0,0.0,0.8475374299282867,0.6216216216216216,0.0,0.20020020020020018,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7342342342342343,0.7092092092092093,0.3263263263263263,0.5115115115115115,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8298298298298298,0.31981981981981983,0.45845845845845845,0.0,1.0,0.0,0.7057057057057057,0.5065065065065065,0.7177177177177176,0.6381381381381381,0.8255929917745213,0.8869112227136918,0.24324324324324326,0.6195652173913042,1.0,1.0,1.0,0.8798798798798799,0.7882882882882882,0.7147147147147147,0.8088088088088088,0.5590590590590591,0.2782782782782782,1.0,0.6161161161161162,1.0,0.0,0.0,0.6141141141141141,0.5310310310310311,0.5395395395395395,1.0,0.8718300205620287,0.963963963963964,0.9769769769769769,0.0,0.0,1.0,0.7647647647647648,1.0,1.0,0.0,0.0,8,200000,12.206077645517674
0.0,0.0,0.0,0.0,0.0,0.1766766766766767,0.14764764764764765,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7342342342342343,0.3413413413413413,0.0,0.8673673673673674,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31981981981981983,0.45845845845845845,0.0,0.0,1.0,0.27127127127127126,0.5065065065065065,0.3523523523523524,0.1726726726726727,0.0,0.0,0.8253253253253253,0.45695695695695693,0.4099099099099099,1.0,0.011511511511511512,0.7467467467467468,0.0,0.7147147147147147,0.0,0.16066066066066068,0.2782782782782782,0.05755755755755756,0.6161161161161162,0.0,0.0,1.0,0.2627627627627628,0.4759156652740377,0.07357357357357358,1.0,0.5700890896101724,0.0,0.964964964964965,0.0,0.0,0.35235235235235235,0.5445445445445445,1.0,0.0,1.0,0.0,9,129900,11.774527900858468
0.0,0.0,1.0,1.0,0.0,0.14664664664664664,0.23893384910334073,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.23223223223223222,0.7092092092092093,0.0,0.8363363363363363,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31981981981981983,0.45845845845845845,0.0,0.0,1.0,0.27127127127127126,0.5065065065065065,0.3523523523523524,1.0,0.8235469081556289,0.0,0.17017017017017017,0.4994994994994995,1.0,1.0,1.0,0.2077077077077077,0.7882882882882882,0.22872872872872874,0.0,0.16066066066066068,0.2782782782782782,1.0,0.6161161161161162,1.0,0.0,0.0,0.6141141141141141,0.07007007007007007,0.9934934934934935,1.0,0.0,0.4496362832770063,0.0,0.0,0.0,0.0,0.5445445445445445,1.0,1.0,0.0,0.0,10,118000,11.678448377988165
